Key,russian
ulm_loot_fat_2,"Выпавшая добыча"
ulm_loot_fat_3,"Выпавшая добыча"
ulm_loot_football_1,"Выпавшая добыча"
ulm_loot_football_2,"Выпавшая добыча"
ulm_loot_football_3,"Выпавшая добыча"
ulm_loot_hazmat_1,"Выпавшая добыча"
ulm_loot_hazmat_2,"Выпавшая добыча"
ulm_loot_hazmat_3,"Выпавшая добыча"
ulm_loot_lab_1,"Выпавшая добыча"
ulm_loot_lab_2,"Выпавшая добыча"
ulm_loot_lab_3,"Выпавшая добыча"
ulm_loot_mini_boss_1,"Выпавшая добыча"
ulm_loot_mini_boss_2,"Выпавшая добыча"
ulm_loot_mini_boss_3,"Выпавшая добыча"
ulm_loot_nurse_1,"Выпавшая добыча"
ulm_loot_nurse_2,"Выпавшая добыча"
ulm_loot_nurse_3,"Выпавшая добыча"
ulm_loot_skater_1,"Выпавшая добыча"
ulm_loot_skater_2,"Выпавшая добыча"
ulm_loot_skater_3,"Выпавшая добыча"
ulm_loot_snow_1,"Выпавшая добыча"
ulm_loot_snow_2,"Выпавшая добыча"
ulm_loot_snow_3,"Выпавшая добыча"
ulm_loot_soldier_1,"Выпавшая добыча"
ulm_loot_soldier_2,"Выпавшая добыча"
ulm_loot_soldier_3,"Выпавшая добыча"
ulm_loot_special_1,"Выпавшая добыча"
ulm_loot_special_2,"Выпавшая добыча"
ulm_loot_special_3,"Выпавшая добыча"
ulm_loot_stripper_1,"Выпавшая добыча"
ulm_loot_stripper_2,"Выпавшая добыча"
ulm_loot_stripper_3,"Выпавшая добыча"
ulm_loot_utility_1,"Выпавшая добыча"
ulm_loot_utility_2,"Выпавшая добыча"
ulm_loot_utility_3,"Выпавшая добыча"
ulm_req_agility_1,"Требуется: [decea3]1[-] Ловкость."
ulm_req_agility_2,"Требуется: [decea3]2[-] Ловкость"
ulm_req_agility_3,"Требуется: [decea3]3[-] Ловкость"
ulm_req_agility_4,"Требуется: [decea3]4[-] Ловкость"
ulm_req_agility_5,"Требуется: [decea3]5[-] Ловкость"
ulm_req_agility_6,"Требуется: [decea3]6[-] Ловкость"
ulm_req_agility_7,"Требуется: [decea3]7[-] Ловкость"
ulm_req_agility_8,"Требуется: [decea3]8[-] Ловкость"
ulm_req_agility_9,"Требуется: [decea3]9[-] Ловкость"
ulm_req_agility_10,"Требуется: [decea3]10[-] Ловкость"
ulm_req_archery_5,"Требуется: [decea3]Стрельба из лука[-] (уровень [decea3]5[-])"
ulm_req_archery_15,"Требуется: [decea3]Стрельба из лука[-] (уровень [decea3]15[-])."
ulm_req_archery_30,"Требуется: [decea3]Стрельба из лука[-] (уровень [decea3]30[-])"
ulm_req_archery_45,"Требуется: [decea3]Стрельба из лука[-] (уровень [decea3]45[-])"
ulm_req_archery_60,"Требуется: [decea3]Стрельба из лука[-] (уровень [decea3]60[-])"
ulm_req_armor_heavy_5,"Требуется: [decea3]Тяжелая броня[-] (уровень [decea3]5[-])"
ulm_req_armor_heavy_15,"Требуется: [decea3]Тяжелая броня[-] (уровень [decea3]15[-])"
ulm_req_armor_heavy_30,"Требуется: [decea3]Тяжелая броня[-] (уровень [decea3]30[-])"
ulm_req_armor_heavy_45,"Требуется: [decea3]Тяжелая броня[-] (уровень [decea3]45[-])"
ulm_req_armor_heavy_60,"Требуется: [decea3]Тяжелая броня[-] (уровень [decea3]60[-])"
ulm_req_armor_light_5,"Требуется: [decea3]Легкая броня[-] (уровень [decea3]5[-])"
ulm_req_armor_light_15,"Требуется: [decea3]Легкая броня[-] (уровень [decea3]15[-])"
ulm_req_armor_light_30,"Требуется: [decea3]Легкая броня[-] (уровень [decea3]30[-])"
ulm_req_armor_light_45,"Требуется: [decea3]Легкая броня[-] (уровень [decea3]45[-])"
ulm_req_armor_light_60,"Требуется: [decea3]Легкая броня[-] (уровень [decea3]60[-])"
ulm_req_armor_medium_5,"Требуется: [decea3]Средняя броня[-] (уровень [decea3]5[-])"
ulm_req_armor_medium_15,"Требуется: [decea3]Средняя броня[-] (уровень [decea3]15[-])"
ulm_req_armor_medium_30,"Требуется: [decea3]Средняя броня[-] (уровень [decea3]30[-])"
ulm_req_armor_medium_45,"Требуется: [decea3]Средняя броня[-] (уровень [decea3]45[-])"
ulm_req_armor_medium_60,"Требуется: [decea3]Средняя броня[-] (уровень [decea3]60[-])"
ulm_req_athletics_5,"Требуется: [decea3]Атлетика[-] (уровень [decea3]5[-])"
ulm_req_athletics_10,"Требуется: [decea3]Атлетика[-] (уровень [decea3]10[-])"
ulm_req_athletics_15,"Требуется: [decea3]Атлетика[-] (уровень [decea3]15[-])"
ulm_req_athletics_20,"Требуется: [decea3]Атлетика[-] (уровень [decea3]20[-])"
ulm_req_athletics_30,"Требуется: [decea3]Атлетика[-] (уровень [decea3]30[-])"
ulm_req_athletics_40,"Требуется: [decea3]Атлетика[-] (уровень [decea3]40[-])"
ulm_req_athletics_45,"Требуется: [decea3]Атлетика[-] (уровень [decea3]45[-])"
ulm_req_athletics_50,"Требуется: [decea3]Атлетика[-] (уровень [decea3]50[-])"
ulm_req_athletics_60,"Требуется: [decea3]Атлетика[-] (уровень [decea3]60[-])"
ulm_req_big_guns_5,"Требуется: [decea3]BFGs[-] (уровень [decea3]5[-])"
ulm_req_big_guns_15,"Требуется: [decea3]BFGs[-] (уровень [decea3]15[-])"
ulm_req_big_guns_30,"Требуется: [decea3]BFGs[-] (уровень [decea3]30[-])"
ulm_req_big_guns_45,"Требуется: [decea3]BFGs[-] (уровень [decea3]45[-])"
ulm_req_big_guns_60,"Требуется: [decea3]BFGs[-] (уровень [decea3]60[-])"
ulm_req_blades_5,"Требуется: [decea3]Клинковое оружие[-] (уровень [decea3]5[-])"
ulm_req_blades_15,"Требуется: [decea3]Клинковое оружие[-] (уровень [decea3]15[-])."
ulm_req_blades_30,"Требуется: [decea3]Клинковое оружие[-] (уровень [decea3]30[-])"
ulm_req_blades_45,"Требуется: [decea3]Клинковое оружие[-] (уровень [decea3]45[-])"
ulm_req_blades_60,"Требуется: [decea3]Клинковое оружие[-] (уровень [decea3]60[-])"
ulm_req_blunt_5,"Требуется: [decea3]Тупое оружие[-] (уровень [decea3]5[-])"
ulm_req_blunt_15,"Требуется: [decea3]Тупое оружие[-] (уровень [decea3]15[-])"
ulm_req_blunt_30,"Требуется: [decea3]Тупое оружие[-] (уровень [decea3]30[-])"
ulm_req_blunt_45,"Требуется: [decea3]Тупое оружие[-] (уровень [decea3]45[-])"
ulm_req_blunt_60,"Требуется: [decea3]Тупое оружие[-] (уровень [decea3]60[-])"
ulm_req_combat_rifles_5,"Требуется: [decea3]Боевые винтовки[-] (уровень [decea3]5[-])"
ulm_req_combat_rifles_15,"Требуется: [decea3]Боевые винтовки[-] (уровень [decea3]15[-])"
ulm_req_combat_rifles_30,"Требуется: [decea3]Боевые винтовки[-] (уровень [decea3]30[-])"
ulm_req_combat_rifles_45,"Требуется: [decea3]Боевые винтовки[-] (уровень [decea3]45[-])"
ulm_req_combat_rifles_60,"Требуется: [decea3]Боевые винтовки[-] (уровень [decea3]60[-])"
ulm_req_dexterity_1,"Требуется: [decea3]1[-] Ловкость"
ulm_req_dexterity_2,"Требуется: [decea3]2[-] ловкость"
ulm_req_dexterity_3,"Требуется: [decea3]3[-] ловкость"
ulm_req_dexterity_4,"Требуется: [decea3]4[-] ловкость"
ulm_req_dexterity_5,"Требуется: [decea3]5[-] ловкость"
ulm_req_dexterity_6,"Требуется: [decea3]6[-] ловкость"
ulm_req_dexterity_7,"Требуется: [decea3]7[-] ловкость"
ulm_req_dexterity_8,"Требуется: [decea3]8[-] ловкость"
ulm_req_dexterity_9,"Требуется: [decea3]9[-] ловкость"
ulm_req_dexterity_10,"Требуется: [decea3]10[-] ловкость"
ulm_req_endurance_1,"Требуется: [decea3]1[-] Выносливость"
ulm_req_endurance_2,"Требуется: [decea3]2[-] Выносливость"
ulm_req_endurance_3,"Требуется: [decea3]3[-] Выносливость"
ulm_req_endurance_4,"Требуется: [decea3]4[-] Выносливость"
ulm_req_endurance_5,"Требуется: [decea3]5[-] Выносливость"
ulm_req_endurance_6,"Требуется: [decea3]6[-] Выносливость"
ulm_req_endurance_7,"Требуется: [decea3]7[-] Выносливость"
ulm_req_endurance_8,"Требуется: [decea3]8[-] Выносливость"
ulm_req_endurance_9,"Требуется: [decea3]9[-] Выносливость"
ulm_req_endurance_10,"Требуется: [decea3]10[-] Выносливость"
ulm_req_farmer_5,"Требуется: [decea3]Фермер[-] (уровень [decea3]5[-])"
ulm_req_farmer_15,"Требуется: [decea3]Фермер[-] (уровень [decea3]15[-])."
ulm_req_farmer_30,"Требуется: [decea3]Фермер[-] (уровень [decea3]30[-])"
ulm_req_farmer_45,"Требуется: [decea3]Фермер[-] (уровень [decea3]45[-])"
ulm_req_farmer_60,"Требуется: [decea3]Фермер[-] (уровень [decea3]60[-])"
ulm_req_forge_1,"Требуется: [decea3]Кузница[-] (уровень [decea3]1[-])"
ulm_req_handguns_5,"Требуется: [decea3]Ручное оружие[-] (уровень [decea3]5[-])"
ulm_req_handguns_15,"Требуется: [decea3]Ручное оружие[-] (уровень [decea3]15[-])"
ulm_req_handguns_30,"Требуется: [decea3]Ручное оружие[-] (уровень [decea3]30[-])"
ulm_req_handguns_45,"Требуется: [decea3]Ручное оружие[-] (уровень [decea3]45[-])"
ulm_req_handguns_60,"Требуется: [decea3]Ручное оружие[-] (уровень [decea3]60[-])"
ulm_req_healing_5,"Требуется: [decea3]Исцеление[-] (уровень [decea3]5[-])"
ulm_req_healing_10,"Требуется: [decea3]Исцеление[-] (уровень [decea3]10[-])"
ulm_req_healing_15,"Требуется: [decea3]Исцеление[-] (уровень [decea3]15[-])"
ulm_req_healing_20,"Требуется: [decea3]Исцеление[-] (уровень [decea3]20[-])"
ulm_req_healing_25,"Требуется: [decea3]Исцеление[-] (уровень [decea3]25[-])"
ulm_req_healing_30,"Требуется: [decea3]Исцеление[-] (уровень [decea3]30[-])"
ulm_req_healing_45,"Требуется: [decea3]Исцеление[-] (уровень [decea3]45[-])"
ulm_req_healing_60,"Требуется: [decea3]Исцеление[-] (уровень [decea3]60[-])"
ulm_req_intellect_1,"Требуется: [decea3]1[-] Интеллект"
ulm_req_intellect_2,"Требуется: [decea3]2[-] Интеллект"
ulm_req_intellect_3,"Требуется: [decea3]3[-] Интеллект"
ulm_req_intellect_4,"Требуется: [decea3]4[-] Интеллект"
ulm_req_intellect_5,"Требуется: [decea3]5[-] Интеллект"
ulm_req_intellect_6,"Требуется: [decea3]6[-] Интеллект"
ulm_req_intellect_7,"Требуется: [decea3]7[-] Интеллект"
ulm_req_intellect_8,"Требуется: [decea3]8[-] Интеллект"
ulm_req_intellect_9,"Требуется: [decea3]9[-] Интеллект"
ulm_req_intellect_10,"Требуется: [decea3]10[-] Интеллект"
ulm_req_level_1,"Требуется: [decea3]Игрок[-] (уровень [decea3]1[-])"
ulm_req_level_5,"Требуется: [decea3]Игрок[-] (уровень [decea3]5[-])"
ulm_req_level_10,"Требуется: [decea3]Игрок[-] (уровень [decea3]10[-])"
ulm_req_level_15,"Требуется: [decea3]Игрок[-] (уровень [decea3]15[-])"
ulm_req_level_20,"Требуется: [decea3]Игрок[-] (уровень [decea3]20[-])"
ulm_req_level_30,"Требуется: [decea3]Игрок[-] (уровень [decea3]30[-])"
ulm_req_level_40,"Требуется: [decea3]Игрок[-] (уровень [decea3]40[-])"
ulm_req_level_50,"Требуется: [decea3]Игрок[-] (уровень [decea3]50[-])"
ulm_req_level_60,"Требуется: [decea3]Игрок[-] (уровень [decea3]60[-])"
ulm_req_level_70,"Требуется: [decea3]Игрок[-] (уровень [decea3]70[-])"
ulm_req_level_80,"Требуется: [decea3]Игрок[-] (уровень [decea3]80[-])"
ulm_req_logger_5,"Требуется: [decea3]Logger[-] (Уровень [decea3]5[-])"
ulm_req_logger_15,"Требуется: [decea3]Логгер[-] (уровень [decea3]15[-])"
ulm_req_logger_30,"Требуется: [decea3]Logger[-] (уровень [decea3]30[-])"
ulm_req_logger_45,"Требуется: [decea3]Logger[-] (уровень [decea3]45[-])"
ulm_req_logger_60,"Требуется: [decea3]Logger[-] (Уровень [decea3]60[-])"
ulm_req_miner_5,"Требуется: [decea3]Шахтер[-] (уровень [decea3]5[-])"
ulm_req_miner_15,"Требуется: [decea3]Miner[-] (уровень [decea3]15[-])"
ulm_req_miner_30,"Требуется: [decea3]Шахтер[-] (уровень [decea3]30[-])"
ulm_req_miner_45,"Требуется: [decea3]Шахтер[-] (уровень [decea3]45[-])"
ulm_req_miner_60,"Требуется: [decea3]Шахтер[-] (уровень [decea3]60[-])"
ulm_req_pain_tolerance_5,"Требуется: [decea3]Терпимость к боли[-] (уровень [decea3]5[-])"
ulm_req_pain_tolerance_10,"Требуется: [decea3]Терпимость к боли[-] (уровень [decea3]10[-])."
ulm_req_pain_tolerance_15,"Требуется: [decea3]Терпимость к боли[-] (уровень [decea3]15[-])"
ulm_req_pain_tolerance_20,"Требуется: [decea3]Терпимость к боли[-] (уровень [decea3]20[-])"
ulm_req_pain_tolerance_25,"Требуется: [decea3]Терпимость к боли[-] (уровень [decea3]25[-])"
ulm_req_pain_tolerance_30,"Требуется: [decea3]Терпимость к боли[-] (уровень [decea3]30[-])"
ulm_req_pain_tolerance_40,"Требуется: [decea3]Терпимость к боли[-] (уровень [decea3]40[-])"
ulm_req_pain_tolerance_45,"Требуется: [decea3]Терпимость к боли[-] (уровень [decea3]45[-])"
ulm_req_pain_tolerance_50,"Требуется: [decea3]Терпимость к боли[-] (уровень [decea3]50[-])"
ulm_req_pain_tolerance_60,"Требуется: [decea3]Терпимость к боли[-] (уровень [decea3]60[-])"
ulm_req_perception_1,"Требуется: [decea3]1[-] Восприятие"
ulm_req_perception_2,"Требуется: [decea3]2[-] Восприятие"
ulm_req_perception_3,"Требуется: [decea3]3[-] Восприятие"
ulm_req_perception_4,"Требуется: [decea3]4[-] Восприятие"
ulm_req_perception_5,"Требуется: [decea3]5[-] Восприятие"
ulm_req_perception_6,"Требуется: [decea3]6[-] Восприятие"
ulm_req_perception_7,"Требуется: [decea3]7[-] Восприятие"
ulm_req_perception_8,"Требуется: [decea3]8[-] Восприятие"
ulm_req_perception_9,"Требуется: [decea3]9[-] Восприятие"
ulm_req_perception_10,"Требуется: [decea3]10[-] Восприятие"
ulm_req_researc_1,"Требуется: [decea3]Исследование 1-го уровня[-]"
ulm_req_researc_2,"Требуется: [decea3]Исследование уровня 2[-]"
ulm_req_researc_3,"Требуется: [decea3]Исследование уровня 3[-]"
ulm_req_researc_4,"Требуется: [decea3]Исследование уровня 4[-]"
ulm_req_researc_5,"Требуется: [decea3]Исследование уровня 5[-]"
ulm_req_researc_6,"Требуется: [decea3]Исследование уровня 6[-]"
ulm_req_scavenger_5,"Требуется: [decea3]Падальщик[-] (уровень [decea3]5[-])"
ulm_req_scavenger_15,"Требуется: [decea3]Падальщик[-] (уровень [decea3]15[-])"
ulm_req_scavenger_30,"Требуется: [decea3]Падальщик[-] (уровень [decea3]30[-])"
ulm_req_scavenger_45,"Требуется: [decea3]Падальщик[-] (уровень [decea3]45[-])"
ulm_req_scavenger_60,"Требуется: [decea3]Падальщик[-] (уровень [decea3]60[-])"
ulm_req_shotguns_5,"Требуется: [decea3]Дробовики[-] (уровень [decea3]5[-])"
ulm_req_shotguns_15,"Требуется: [decea3]Дробовики[-] (уровень [decea3]15[-])"
ulm_req_shotguns_30,"Требуется: [decea3]Дробовики[-] (уровень [decea3]30[-])"
ulm_req_shotguns_45,"Требуется: [decea3]Дробовики[-] (уровень [decea3]45[-])"
ulm_req_shotguns_60,"Требуется: [decea3]Дробовики[-] (уровень [decea3]60[-])"
ulm_req_smg_5,"Требуется: [decea3]Дробовики[-] (уровень [decea3]5[-])"
ulm_req_smg_15,"Требуется: [decea3]Дробовики[-] (уровень [decea3]15[-])."
ulm_req_smg_30,"Требуется: [decea3]Дробовики[-] (уровень [decea3]30[-])"
ulm_req_smg_45,"Требуется: [decea3]Дробовики[-] (уровень [decea3]45[-])"
ulm_req_smg_60,"Требуется: [decea3]Дробовики[-] (уровень [decea3]60[-])"
ulm_req_sneaking_5,"Требуется: [decea3]Подкрадывание[-] (уровень [decea3]5[-])"
ulm_req_sneaking_15,"Требуется: [decea3]Подкрадывание[-] (уровень [decea3]15[-])"
ulm_req_sneaking_30,"Требуется: [decea3]Подкрадывание[-] (уровень [decea3]30[-])"
ulm_req_sneaking_45,"Требуется: [decea3]Подкрадывание[-] (уровень [decea3]45[-])"
ulm_req_sneaking_60,"Требуется: [decea3]Подкрадывание[-] (уровень [decea3]60[-])"
ulm_req_sniper_rifles_5,"Требуется: [decea3]Снайперские винтовки[-] (уровень [decea3]5[-])"
ulm_req_sniper_rifles_15,"Требуется: [decea3]Снайперские винтовки[-] (уровень [decea3]15[-])"
ulm_req_sniper_rifles_30,"Требуется: [decea3]Снайперские винтовки[-] (уровень [decea3]30[-])"
ulm_req_sniper_rifles_45,"Требуется: [decea3]Снайперские винтовки[-] (уровень [decea3]45[-])"
ulm_req_sniper_rifles_60,"Требуется: [decea3]Снайперские винтовки[-] (уровень [decea3]60[-])"
ulm_req_strength_1,"Требуется: [decea3]1[-] Сила"
ulm_req_strength_2,"Требуется: [decea3]2[-] Сила"
ulm_req_strength_3,"Требуется: [decea3]3[-] Сила"
ulm_req_strength_4,"Требуется: [decea3]4[-] Сила"
ulm_req_strength_5,"Требуется: [decea3]5[-] Сила"
ulm_req_strength_6,"Требуется: [decea3]6[-] Сила"
ulm_req_strength_7,"Требуется: [decea3]7[-] Сила"
ulm_req_strength_8,"Требуется: [decea3]8[-] Сила"
ulm_req_strength_9,"Требуется: [decea3]9[-] Сила"
ulm_req_strength_10,"Требуется: [decea3]10[-] Сила"
ulm_skill_placeholder,"Умение недоступно"
unit_brass,"Латунь"
unit_clay,"Глина"
unit_coal,"Уголь"
unit_copper,"Медь"
unit_glass,"Песок"
unit_gold,"Золото"
unit_iron,"Железо"
unit_lead,"Свинец"
unit_silver,"Серебро"
unit_stone,"Камень"
unit_titanium,"Титан"
useBlock,"[73E9B2][{0}][-] Использовать {1}"
useCampfire,"[73E9B2][{0}][-] Открыть"
useClose,"[73E9B2][{0}][-] Закрыть"
useDoor,"[73E9B2][{0}][-] Открыть"
useElevator,"[73E9B2][{0}][-] Использовать [808080](Этаж {1})[-]"
useForge,"[73E9B2][{0}][-] Открыть"
useOpen,"[73E9B2][{0}][-] Открыть"
useSecureDoor,"[73E9B2][{0}][-] Открыть"
useSwitchLightOff,"[73E9B2][{0}][-] Выключить"
useSwitchLightOn,"[73E9B2][{0}][-] Включить"
useWorkstation,"[73E9B2][{0}][-] Открыть"
vaultDoor01Picked,"Дверь хранилища\n[808080](Взломана)[-]"
vaultDoor02Picked,"Усиленная Дверь хранилища\n[808080](Взломана)[-]"
vaultDoor03Picked,"Усиленная Дверь хранилища\n[808080](Взломана)[-]"
vaultDoor03_PoweredBlueprint,"Дверь хранилища с приводом T3"
vaultDoor03_PoweredBlueprintDesc,"Позволяет изучить новый рецепт. Если уже изучено, дает опыт при использовании."
vaultHatch_v1Picked,"Люк хранилища\n[808080](Взломана)[-]"
vaultHatch_v2Picked,"Усиленный люк хранилища\n[808080](Взломана)[-]"
vaultHatch_v3Picked,"Усиленный люк хранилища\n[808080](Взломана)[-]"
vaultHatch_v3_PoweredBlueprint,"Люк хранилища с приводом T3"
vaultHatch_v3_PoweredBlueprintDesc,"Позволяет изучить новый рецепт. Если уже изучено, дает опыт при использовании."
vehicle4x4TruckAccessoriesSchematic,"4x4 Обвес"
vehicle4x4TruckChassisSchematic,"4x4 Рама"
vehicle4x4TruckPlaceable,"Внедорожник 4x4"
vehicle4x4TruckPlaceableDesc,"Управляемое транспортное средство. Используйте вторичное действие, чтобы разместить."
vehicleBicycleChassisSchematic,"Велосипедная рама"
vehicleBicycleHandlebarsSchematic,"Велосипедный руль"
vehicleBicyclePlaceable,"Велосипед"
vehicleBicyclePlaceableDesc,"Управляемое транспортное средство. Используйте вторичное действие, чтобы разместить."
vehicleEncumbranceTip,"\n\nКак и у вас, игрока, у транспортных средств тоже есть свои пределы грузоподъемности, но в отличие от игрока, когда предел достигнут, транспортное средство станет неработоспособным и не будет двигаться.\n\nВ грузоподъемность транспортного средства учитывается вес каждого пассажира в дополнение к внутреннему складу транспортного средства.\n\nКогда водитель и все пассажиры находятся в транспортном средстве, вы можете увидеть, насколько нагружено транспортное средство под спидометром на панели счетчика груза. Если автомобиль перегружен, рядом со спидометром загорится индикатор."
vehicleEncumbranceTip_title,"UL / Транспорт / Грузоподъемность"
vehicleFeatureToggleTip,"Некоторые транспортные средства имеют дополнительные функции, которые можно переключать нажатием клавиш [decea3][Q][-] или [decea3][R][-], например, верхнее освещение полиции или такси можно включить/выключить клавишей [decea3][Q][-], а сирену полиции можно включить/выключить клавишей [decea3][R][-]. \n\nВы можете настроить привязки клавиш по умолчанию на другие в:\n[decea3]Настройки -> Управление -> Транспорт -> Переключить дополнительное освещение[-]."
vehicleFeatureToggleTip_title,"UL / Транспорт / Доп. переключатели"
vehicleGyroCopterAccessoriesSchematic,"Запчасти Гирокоптера"
vehicleGyroCopterChassisSchematic,"Каркас Гирокоптера"
vehicleGyroCopterChassisSchematic,"Каркас гирокоптера"
vehicleGyrocopterPlaceable,"Гирокоптер «Скаут»"
vehicleGyrocopterPlaceableDesc,"Управляемое транспортное средство. Используйте вторичное действие, чтобы разместить."
vehicleMinibikeChassisSchematic,"Рама мини-байка"
vehicleMinibikeHandlebarsSchematic,"Руль мини-байка"
vehicleMinibikePlaceable,"Мини-байк «Комета»"
vehicleMinibikePlaceableDesc,"Управляемое транспортное средство. Используйте вторичное действие, чтобы разместить."
vehicleMotorcycleChassisSchematic,"Каркас мотоцикла"
vehicleMotorcycleHandlebarsSchematic,"Руль мотоцикла"
vehicleMotorcyclePlaceable,"Мотоцикл «Бродяга»"
vehicleMotorcyclePlaceableDesc,"Управляемое транспортное средство. Используйте вторичное действие, чтобы разместить."
vehicleWheelsBlueprint,"Колесо"
vehicleWheelsBlueprintDesc,"Позволяет изучить новый рецепт. Если уже изучено, дает опыт при использовании."
vendingMachineActivate,"[73E9B2][{0}][-] Использовать {1}"
videoAntiAliasing,"Сглаживание"
videoAntiAliasingDesc,"Удаляет неровные края объекта.\n[decea3][Влияние на произ-сть: среднее][-]"
videoAntiAliasingSharp,"Резкость"
videoAntiAliasingSharpDesc,"Уровень резкости временным сглаживанием.\n[decea3][Влияние на произ-сть: среднее][-]"
videoAutoHideExpBar,"Автоматическое скрытие ОПЫТА"
videoAutoHideExpBarDesc,"Автоматически скрывает панель опыта, если вы не получаете опыт.\n[decea3][По умолчанию: 5 с][-]"
videoAutoHideToolbelt,"Автоматическое скрытие пояса"
videoAutoHideToolbeltDesc,"Автоматически скрывает пояс инструментов при переключении между предметами или блоками. Изменение этой настройки требует, чтобы вы прокрутили на другой слот пояса хотя бы один раз, чтобы новая настройка вступила в силу.\n[decea3][По умолчанию: Через 5с].[-]"
videoBloom,"Свечение"
videoBloomDesc,"Свечение вокруг более ярких бликов.\n[decea3][Влияние на произ-сть: Среднее][-]"
videoBrightness,"Яркость"
videoBrightnessDesc,"Насколько яркая игра.\n[decea3][Влияние на произ-сть: Нет][-]"
videoDepthOfField,"Глубина резкости"
videoDepthOfFieldDesc,"Удаленные объекты становятся размытыми.\n[decea3][Влияние на произ-сть: среднее][-]"
videoDyMinFPS,"Мин. FPS для снижения разрешения"
videoDyMinFPSDesc,"Уменьшение разрешения игры при снижении FPS ниже этого значения"
videoDyMode,"Режим динамического разрешения"
videoDyModeDesc,"Динамическое разрешение уменьшает разрешение 3d-рендеринга по мере необходимости для увеличения FPS"
videoDyScale,"Масштаб динамического разрешения"
videoDyScaleDesc,"Динамический коэффициент масштабирования разрешения, если вы хотите получить фиксированную величину масштабирования вниз"
videoDynamicMeshDistance,"Размер сетки"
videoDynamicMeshDistanceDesc,"Расстояние в метрах, на котором можно просматривать рендеринг системы Динамические сетки.\n[decea3][Влияние на произ-сть: высокое][-]"
videoDynamicMeshEnabled,"Режим динамической сетки включен"
videoDynamicMeshEnabledDesc,"Когда включено, изменения игроков и блоков POI будут отображаться на расстоянии.\nТребуется перезагрузка игры из главного меню.\n[decea3][Влияние на произ-сть: среднее][-]"
videoDynamicMeshHighQualityMesh,"Параметры динамической сетки"
videoDynamicMeshHighQualityMeshDesc,"При значении true дальние сетки рендерятся с большим количеством деталей.\n[decea3][Влияние на произ-сть: высокая, использует больше оперативной памяти][-]"
videoDynamicMeshLandClaimBuffer,"Буфер блоков притязания"
videoDynamicMeshLandClaimBufferDesc,"Количество участков вокруг блока притязания, на которых может работать система динамической сетки.\n[decea3][Влияние на произ-сть: высокая][-]"
videoDynamicMeshLandClaimOnly,"Только в зоне притязания"
videoDynamicMeshLandClaimOnlyDesc,"Динамическая система сетки применяется только вокруг блоков притязания."
videoDynamicMeshMaxMeshCache,"Максимальная обработка сетки"
videoDynamicMeshMaxMeshCacheDesc,"Количество сеток, которые будут обрабатываться одновременно в фоновом режиме.\n[decea3][Влияние на произ-сть: высокое, использует больше оперативной памяти][-]"
videoDynamicMeshMaxRegionLoads,"Максимум загруженных регионов"
videoDynamicMeshMaxRegionLoadsDesc,"Количество регионов, которые будут загружаться одновременно.\n[decea3][Влияние на произ-сть: высокое, влияет на FPS][-]"
videoEnableUnloadUnusedAssets,"Выгрузка неиспользуемых активов"
videoEnableUnloadUnusedAssetsDesc,"Включает или отключает выгрузку неиспользуемых активов из памяти. При отключении увеличивает время отклика ПИ и уменьшает время зависания. Если отключение вызывает проблемы с производительностью, включите данную функцию.\n[decea3][Default: Enabled][-]"
videoFieldOfView,"Угол обзора"
videoFieldOfViewDesc,"Насколько широк угол обзора.\n[decea3][Влияние на произ-сть: Низкое][-]"
videoFullscreen,"Полноэкранный режим"
videoFullscreenDesc,"Запустите игру в полноэкранном или оконном режиме.\n[decea3][Влияние на произ-сть: среднее].[-]"
videoGrassDistance,"Расстояние отрисовки травы"
videoGrassDistanceDesc,"Максимальное расстояние, на котором вы можете видеть траву.\n[decea3][Влияние на произ-сть: среднее][-]"
videoJournalPopup,"Всплывающее окно журнала"
videoJournalPopupDesc,"Показывать окно при получении новой записи в журнале вместо подсказки."
videoLODDistance,"Расстояние до предела обнаружения"
videoLODDistanceDesc,"Общий максимальный уровень детализации, на котором отображается мир.\n[decea3][Влияние на произ-сть: высокое].[-]"
videoMotionBlur,"Размытие движения"
videoMotionBlurDesc,"Уровень качества размытия движения (больше образцов пикселей и сглаживание).\n[decea3][Влияние на произ-сть: высокое].[-]"
videoObjectQuality,"Качество объектов"
videoObjectQualityDesc,"Общая детализация объектов и деревьев в зависимости от расстояния до них. Также расстояние, на котором они больше не будут отображаться.\n[decea3][Влияние на произ-сть: высокое][-]"
videoOcclusion,"Окклюзия"
videoOcclusionDesc,"Отключает отрисовку объектов, которые не видны. Повышает производительность в помещении.\nНе может быть изменено во время игры.\n[decea3][Влияние на произ-сть: среднее][-]"
videoParticles,"Частицы"
videoParticlesDesc,"Количество частиц.\n[decea3][Влияние на произ-сть: от среднего до высокого].[-]"
videoQualityPreset,"Предустановка качества"
videoQualityPresetDesc,"Общее качество графики.  Изменяет почти все настройки.\n[decea3][Влияние на произ-сть: высокое][-]"
videoReflectedShadows,"Отражения теней"
videoReflectedShadowsDesc,"Тени обрабатываются и отображаются внутри отражений.\n[decea3][Влияние на произ-сть: высокое][-]"
videoReflectionQuality,"Отражения"
videoReflectionQualityDesc,"Четкость отражений. Обеспечивает более реалистичное освещение.\n[decea3][Влияние на произ-сть: очень высокое][-]"
videoResolution,"Разрешение"
