Key,russian
ulm_research_ammo_revolver_1,"Вы можете создавать:\n[decea3]Стальную гильзу для револьвера, Стальной патрон для револьвера[-]. Боеприпасы для револьвера и их компоненты создаются на [decea3]10%[-] быстрее."
ulm_research_ammo_rifle,"Боеприпасы для винтовки"
ulm_research_ammo_rifle_1,"Вы можете создавать:\n[decea3]Латунную винтовочную гильзу, винтовочную пулю, винтовочный патрон[-]."
ulm_research_ammo_rifle_2,"Вы можете создать:\n[decea3]Стальную стрелковую гильзу, Стальную стрелковую пулю, Стрелковый патрон[-]. Боеприпасы для винтовки и их компоненты создаются на [decea3]10%[-] быстрее."
ulm_research_ammo_rifle_3,"Вы можете создавать:\n[decea3]Винтовочную пулю с полым наконечником, Винтовочный патрон с полым наконечником[-]. Боеприпасы для винтовки и их компоненты создаются на [decea3]20%[-] быстрее."
ulm_research_ammo_rifle_4,"Вы можете создать:\n[decea3]Зажигательную пулю для винтовки, Зажигательный патрон для винтовки[-]. Боеприпасы для винтовки и их компоненты создаются на [decea3]30%[-] быстрее."
ulm_research_ammo_rifle_5,"Боеприпасы для винтовки и их компоненты создаются на [decea3]40%[-] быстрее."
ulm_research_ammo_rocket,"Боеприпасы для ракетной установки"
ulm_research_ammo_rocket_1,"Вы можете создать:\n[decea3]Корпус ракеты, Взрыватель ракеты[-]."
ulm_research_ammo_rocket_2,"Вы можете создать:\n[decea3]Frag Rocket[-]. Ракеты и их компоненты создаются на [decea3]10%[-] быстрее."
ulm_research_ammo_rocket_3,"Ракеты и их компоненты создаются на [decea3]20%[-] быстрее."
ulm_research_ammo_rocket_4,"Ракеты и их компоненты создают [decea3]на 30%[-] быстрее."
ulm_research_ammo_rocket_5,"Ракеты и их компоненты создают [decea3]на 40%[-] быстрее."
ulm_research_ammo_smg,"Боеприпасы для пистолета-пулемета."
ulm_research_ammo_smg_1,"Вы можете создать:\n[decea3]Латунную гильзу для SMG, пулю для SMG, патрон для SMG[-]."
ulm_research_ammo_smg_2,"Вы можете создать:\n[decea3]Стальную гильзу SMG, Стальной патрон SMG[-]. Боеприпасы для SMG и их компоненты создаются на [decea3]10%[-] быстрее."
ulm_research_ammo_smg_3,"Вы можете создавать:\n[decea3]SMG Hollow-point Bullet, Hollow-point SMG Round[-]. Боеприпасы для SMG и их компоненты создаются на [decea3]20%[-] быстрее."
ulm_research_ammo_smg_4,"Боеприпасы SMG и их компоненты создаются [decea3]на 30%[-] быстрее."
ulm_research_ammo_smg_5,"Боеприпасы для SMG и их компоненты создают [decea3]на 40%[-] быстрее."
ulm_research_armor_cloth,"Тканевая броня."
ulm_research_armor_cloth_1,"Вы можете создать [decea3]Уровень 1[-] Суконную броню:\n[decea3]Набедренная повязка, Нагрудная броня, Набедренные сапоги, Набедренные перчатки, Набедренная броня для ног[-]."
ulm_research_armor_cloth_2,"Вы можете создать [decea3]уровень 2[-] Cloth Armor. Суконная броня [decea3]на 10%[-] быстрее."
ulm_research_armor_cloth_3,"Вы можете создать [decea3]Уровень 3[-] Cloth Armor. Суконная броня [decea3]на 20%[-] быстрее."
ulm_research_armor_cloth_4,"Вы можете создать [decea3]Уровень 4[-] Cloth Armor. Суконная броня [decea3]на 30%[-] быстрее."
ulm_research_armor_cloth_5,"Вы можете создать [decea3]Уровень 5[-] Cloth Armor. Суконная броня [decea3]на 40%[-] быстрее."
ulm_research_armor_iron,"Железная броня."
ulm_research_armor_iron_1,"Вы можете создать [decea3]Уровень 1[-] Железные доспехи:\n[decea3]Железный шлем, Железные нагрудные доспехи, Железные сапоги, Железные перчатки, Железные ножные доспехи[-]."
ulm_research_armor_iron_2,"Вы можете создать [decea3]Железную броню 2-го уровня[-]. Железная броня создается на [decea3]10%[-] быстрее."
ulm_research_armor_iron_3,"Вы можете создать [decea3]Железные доспехи 3-го уровня[-]. Создавайте железные доспехи [decea3]на [decea3]20%[-] быстрее."
ulm_research_armor_iron_4,"Вы можете создать [decea3]Железные доспехи 4-го уровня[-]. Создавайте железные доспехи [decea3]на 30%[-] быстрее."
ulm_research_armor_iron_5,"Вы можете создать [decea3]Железные доспехи 5-го уровня[-]. Создавайте железные доспехи [decea3]на 40%[-] быстрее."
ulm_research_armor_leather,"Кожаная броня."
ulm_research_armor_leather_1,"Вы можете создать [decea3]Уровень 1[-] Кожаные доспехи:\n[decea3]Кожаный капюшон, Кожаная нагрудная броня, Кожаные сапоги, Кожаные перчатки, Кожаные ножные доспехи[-]."
ulm_research_armor_leather_2,"Вы можете создать [decea3]Кожаную броню 2-го уровня[-]. Создавайте кожаную броню на [decea3]10%[-] быстрее."
ulm_research_armor_leather_3,"Вы можете создать [decea3]Уровень 3[-] Кожаные доспехи. Создавайте кожаные доспехи [decea3]на [decea3]20%[-] быстрее."
ulm_research_armor_leather_4,"Вы можете создать [decea3]Уровень 4[-] Кожаные доспехи. Создавайте кожаные доспехи [decea3]на 30%[-] быстрее."
ulm_research_armor_leather_5,"Вы можете создать [decea3]Уровень 5[-] Кожаные доспехи. Создавайте кожаные доспехи [decea3]на 40%[-] быстрее."
ulm_research_armor_military,"Военная броня."
ulm_research_armor_military_1,"Вы можете создать [decea3]Уровень 1[-] Военную броню:\n[decea3]Военный шлем, Военная нагрудная броня, Военные сапоги, Военные перчатки, Военная ножная броня[-]."
ulm_research_armor_military_2,"Вы можете создать [decea3]Военную броню 2-го уровня[-]. Военная броня создается на [decea3]10%[-] быстрее."
ulm_research_armor_military_3,"Вы можете создать [decea3]Военную броню 3-го уровня[-]. Военная броня создается на [decea3]20%[-] быстрее."
ulm_research_armor_military_4,"Вы можете создать [decea3]Военную броню 4-го уровня. Военная броня создается на [decea3]30%[-] быстрее."
ulm_research_armor_military_5,"Вы можете создать [decea3]Уровень 5[-] Военной брони. Военная броня создается на [decea3]40%[-] быстрее."
ulm_research_armor_mods,"Модификации брони."
ulm_research_armor_mods_1,"Вы можете создавать:\n[decea3]Усиленные подкладки, охлаждающую сетку, утепленный подшлемник, карман для хранения, фонарь для шлема[-]."
ulm_research_armor_mods_2,"Вы можете создать:\n[decea3]Пластиковое покрытие, Обрезки покрытия, Шипованные кастеты, Улучшенные приспособления, Глухие соединители[-]."
ulm_research_armor_mods_3,"Вы можете создать:\n[decea3]Железное покрытие, Двойной карман для хранения, Настроенная фурнитура, Бандольер[-]."
ulm_research_armor_mods_4,"Вы можете создать:\n[decea3]Военное покрытие, Усиление удара, Усовершенствованные глушители[-]."
ulm_research_armor_mods_5,"Вы можете создать:\n[decea3]Стальное покрытие, Очиститель воды, Тройной карман для хранения[-]."
ulm_research_armor_scrap,"Лом брони."
ulm_research_armor_scrap_1,"Вы можете создать [decea3]Уровень 1[-] Ломовую броню: \n[decea3]Ломовый шлем, Ломовая броня груди, Ломовые сапоги, Ломовые перчатки, Ломовая броня ног[-]."
ulm_research_armor_scrap_2,"Вы можете создать [decea3]Ломовую броню 2 уровня[-]. Создавайте ломовую броню на [decea3]10%[-] быстрее."
ulm_research_armor_scrap_3,"Вы можете создать [decea3]Уровень 3[-] Scrap Armor. Создание ломовой брони [decea3]на [decea3]20%[-] быстрее."
ulm_research_armor_scrap_4,"Вы можете создать [decea3]уровень 4[-] Scrap Armor. Создавайте ломовую броню [decea3]на [decea3]30%[-] быстрее."
ulm_research_armor_scrap_5,"Вы можете создать [decea3]Уровень 5[-] Ломовая броня. Создавайте ломовую броню [decea3]на [decea3]40%[-] быстрее."
ulm_research_armor_steel,"Стальная броня."
ulm_research_armor_steel_1,"Вы можете создать [decea3]Уровень 1[-] Стальную броню:\n[decea3]Стальной шлем, Стальную нагрудную броню, Стальные сапоги, Стальные перчатки, Стальную ножную броню[-]."
ulm_research_armor_steel_2,"Вы можете создать [decea3]Стальную броню 2-го уровня[-]. Стальные доспехи создаются на [decea3]10%[-] быстрее."
ulm_research_armor_steel_3,"Вы можете создать [decea3]Стальные доспехи 3-го уровня[-]. Стальные доспехи создаются на [decea3]20%[-] быстрее."
ulm_research_armor_steel_4,"Вы можете создать [decea3]Стальные доспехи 4-го уровня[-]. Стальные доспехи создаются [decea3]на 30%[-] быстрее."
ulm_research_armor_steel_5,"Вы можете создать [decea3]Стальные доспехи 5-го уровня[-]. Стальные доспехи создаются на [decea3]40%[-] быстрее."
ulm_research_auger,"Шнек."
ulm_research_auger_1,"Вы можете изготовить [decea3]Auger[-]."
ulm_research_auger_2,"Вы можете создать [decea3]Ож 2-го уровня[-]. Создавайте его на [decea3]10%[-] быстрее."
ulm_research_auger_3,"Вы можете создать [decea3]Auger уровня 3[-]. Вы можете изготовить его на [decea3]20%[-] быстрее."
ulm_research_auger_4,"Вы можете изготовить [decea3]Auger уровня 4[-]. Вы можете изготовить его на [decea3]30%[-] быстрее."
ulm_research_auger_5,"Вы можете создать [decea3]Auger уровня 5[-]. Его можно изготовить на [decea3]40%[-] быстрее."
ulm_research_axe_iron,"Железный огненный топор"
ulm_research_axe_iron_1,"Вы можете создать [decea3]Железный огненный топор[-]."
ulm_research_axe_iron_2,"Вы можете создать [decea3]Железный огненный топор 2 уровня[-]. Создавайте его на [decea3]10%[-] быстрее."
ulm_research_axe_iron_3,"Вы можете создать [decea3]Tier 3[-] Iron Fireaxe. Вы можете изготовить его на [decea3]20%[-] быстрее."
ulm_research_axe_iron_4,"Вы можете создать [decea3]Tier 4[-] Iron Fireaxe. Вы можете изготовить его на [decea3]30%[-] быстрее."
ulm_research_axe_iron_5,"Вы можете создать [decea3]Tier 5[-] Iron Fireaxe. Вы можете изготовить его на [decea3]40%[-] быстрее."
ulm_research_axe_steel,"Стальной огненный топор."
ulm_research_axe_steel_1,"Вы можете создать [decea3]Стальной огненный топор[-]."
ulm_research_axe_steel_2,"Вы можете создать [decea3]Стальной огненный топор 2 уровня[-]. Создавайте его на [decea3]10%[-] быстрее."
ulm_research_axe_steel_3,"Вы можете создать [decea3]Tier 3[-] Steel Fireaxe. Вы можете изготовить его на [decea3]20%[-] быстрее."
ulm_research_axe_steel_4,"Вы можете создать [decea3]Tier 4[-] Steel Fireaxe. Вы можете изготовить его на [decea3]30%[-] быстрее."
ulm_research_axe_steel_5,"Вы можете создать [decea3]Tier 5[-] Steel Fireaxe. Создавайте его на [decea3]40%[-] быстрее."
ulm_research_bicycle,"Велосипед."
ulm_research_bicycle_1,"Вы можете изготовить [decea3]детали велосипеда 1-го уровня[-]: \n[decea3]колесо, шасси велосипеда, поручни велосипеда, велосипед[-]."
ulm_research_bicycle_2,"Вы можете создавать детали велосипеда [decea3]Уровня 2[-]. Вы можете изготавливать детали велосипеда на [decea3]10%[-] быстрее."
ulm_research_bicycle_3,"Вы можете создавать детали велосипеда [decea3]Уровня 3[-]. Вы можете изготавливать детали велосипеда на [decea3]20%[-] быстрее."
ulm_research_bicycle_4,"Вы можете создавать детали велосипеда [decea3]Уровня 4[-]. Вы можете изготавливать детали велосипеда на [decea3]30%[-] быстрее."
ulm_research_bicycle_5,"Вы можете создавать детали велосипеда [decea3]Уровня 5[-]. Вы можете изготавливать детали велосипеда на [decea3]40%[-] быстрее."
ulm_research_bow_compound,"Составной лук."
ulm_research_bow_compound_1,"Вы можете создать [decea3]Сложный лук[-]."
ulm_research_bow_compound_2,"Вы можете создать [decea3]Сложный лук уровня 2[-]. Создавайте его на [decea3]10%[-] быстрее."
ulm_research_bow_compound_3,"Вы можете создать [decea3]Tier 3[-] Compound Bow. Создавайте его на [decea3]20%[-] быстрее."
ulm_research_bow_compound_4,"Вы можете создать [decea3]Tier 4[-] Compound Bow. Создавайте его на [decea3]30%[-] быстрее."
ulm_research_bow_compound_5,"Вы можете создать лук [decea3]уровня 5[-] Compound Bow. Создавайте его на [decea3]40%[-] быстрее."
ulm_research_bow_wood,"Деревянный лук."
ulm_research_bow_wood_1,"Вы можете создать [decea3]Деревянный лук[-]."
ulm_research_bow_wood_2,"Вы можете создать [decea3]Деревянный лук уровня 2[-]. Создавайте его на [decea3]10%[-] быстрее."
ulm_research_bow_wood_3,"Вы можете создать [decea3]Деревянный лук 3-го уровня[-]. Создавайте его на [decea3]20%[-] быстрее."
ulm_research_bow_wood_4,"Вы можете создать [decea3]Деревянный лук 4-го уровня. Создавайте его на [decea3]30%[-] быстрее."
ulm_research_bow_wood_5,"Вы можете создать [decea3]Деревянный лук уровня 5[-]. Создавайте его на [decea3]40%[-] быстрее."
ulm_research_cement_mixer,"Смеситель цемента."
ulm_research_cement_mixer_1,"Вы можете создать [decea3]Цементный миксер[-]."
ulm_research_chainsaw,"Бензопила."
ulm_research_chainsaw_1,"Вы можете создать [decea3]Бензопилу[-]."
ulm_research_chainsaw_2,"Вы можете создать [decea3]Бензопилу 2-го уровня[-]. Создавайте ее на [decea3]10%[-] быстрее."
ulm_research_chainsaw_3,"Вы можете создать [decea3]Бензопилу 3-го уровня[-]. Создавайте ее на [decea3]20%[-] быстрее."
ulm_research_chainsaw_4,"Вы можете создать [decea3]Бензопилу уровня 4[-]. Создавайте ее на [decea3]30%[-] быстрее."
ulm_research_chainsaw_5,"Вы можете создать [decea3]Бензопилу 5-го уровня[-]. Создавайте ее на [decea3]40%[-] быстрее."
ulm_research_chemistry,"Химия."
ulm_research_chemistry_1,"Вы можете производить:\n[decea3]Зерновой спирт[-]."
ulm_research_chemistry_station,"Химическая станция"
ulm_research_chemistry_station_1,"Вы можете создать [decea3]Химическую станцию[-]."
ulm_research_crossbow,"Арбалет"
ulm_research_crossbow_1,"Вы можете создать [decea3]Арбалет[-]."
ulm_research_crossbow_2,"Вы можете создать [decea3]Арбалет уровня 2[-]. Создавайте его на [decea3]10%[-] быстрее."
ulm_research_crossbow_3,"Вы можете создать [decea3]Арбалет уровня 3[-]. Создавайте его на [decea3]20%[-] быстрее."
ulm_research_crossbow_4,"Вы можете создать [decea3]Арбалет уровня 4[-]. Создавайте его на [decea3]30%[-] быстрее."
ulm_research_crossbow_5,"Вы можете создать [decea3]арбалет уровня 5[-]. Создавайте его на [decea3]40%[-] быстрее."
ulm_research_crucible,"Крусибл."
ulm_research_crucible_1,"Вы можете изготовить [decea3]Крусибл[-]."
ulm_research_electricity,"Электричество"
ulm_research_electricity_1,"Вы можете создать:\n[decea3]Генераторный банк, Реле электрических проводов, Простой светильник, Пост провода отключения[-]."
ulm_research_electricity_2,"Вы можете создать:\n[decea3]Выключатель, Электрическое реле таймера, Ловушку для дротиков, Железный дротик[-]."
ulm_research_electricity_3,"Вы можете создать:\n[decea3]Аккумулятор, Динамик, Датчик движения, Ловушка для лезвий[-]."
ulm_research_electricity_4,"Вы можете создать:\n[decea3]Trigger Plate 1x1, Spotlight, Shotgun Turret[-]."
ulm_research_electricity_5,"Вы можете создать:\n[decea3]Триггерная пластина 1х5, Электрический столб ограждения, Автоматическая турель[-]."
ulm_research_explosives,"Взрывчатка."
ulm_research_explosives_1,"Вы можете изготовить:\n[decea3]Pipe Bomb[-]."
ulm_research_explosives_2,"Вы можете создать:\n[decea3]Мина колпака, Мина кастрюли, Мина воздушного фильтра[-]."
ulm_research_explosives_3,"Вы можете создать:\n[decea3]Взрывной заряд, Шашка динамита[-]."
ulm_research_explosives_4,"Вы можете создать:\n[decea3]нажимную мину[-]."
ulm_research_forge,"Кузница."
ulm_research_forge_1,"Вы можете создать [decea3]Кузницу[-]."
ulm_research_gun_mods,"Модификации оружия."
ulm_research_gun_mods_1,"Вы можете создавать:\n[decea3]рефлекторный прицел, упор для стрел, двуногую подставку, переднюю рукоятку, выдвижной приклад, модификацию фонаря[-]."
ulm_research_gun_mods_2,"Вы можете создать:\n[decea3]Лазерный прицел, Полимерную струну, Дульный тормоз, Отпиленный ствол дробовика, Калечащий мод[-]."
ulm_research_gun_mods_3,"Вы можете создать:\n[decea3]Прицел 2х, Триггер: Burst, Shotgun Duckbill, Rod and Spring Replacement, Hunter Mod[-]."
ulm_research_gun_mods_4,"Вы можете создать:\n[decea3]Прицел 4x, Спусковой механизм: Semi-auto, Shotgun Choke, Magazine Extender[-]."
ulm_research_gun_mods_5,"Вы можете создать:\n[decea3]Прицел 8x, Спусковой механизм: Авто, Глушитель, Удлинитель ствола[-]."
ulm_research_gyrocopter,"Гирокоптер."
ulm_research_gyrocopter_1,"Вы можете создавать [decea3]части гирокоптера 1-го уровня[-]: \n[decea3]Шасси гирокоптера, Аксессуары гирокоптера, Гирокоптер[-]."
ulm_research_gyrocopter_2,"Вы можете создавать детали [decea3]Уровня 2[-] Гирокоптера. Запчасти для гирокоптера создаются на [decea3]10%[-] быстрее."
ulm_research_gyrocopter_3,"Вы можете создавать детали гирокоптера [decea3]Уровня 3[-]. Вы можете изготавливать детали гирокоптера на [decea3]20%[-] быстрее."
ulm_research_gyrocopter_4,"Вы можете создавать детали гирокоптера [decea3]Уровня 4[-]. Вы можете изготавливать детали гирокоптера [decea3]на 30%[-] быстрее."
ulm_research_gyrocopter_5,"Вы можете создавать детали гирокоптера [decea3]Уровня 5[-]. Вы можете изготавливать детали гирокоптера [decea3]на 40%[-] быстрее."
ulm_research_helmet_mining,"Шахтерский шлем."
ulm_research_helmet_mining_1,"Вы можете изготовить [decea3]Шахтерский шлем[-]."
ulm_research_helmet_mining_2,"Вы можете создать [decea3]Горный шлем уровня 2[-]. Он создается на [decea3]10%[-] быстрее."
ulm_research_helmet_mining_3,"Вы можете создать [decea3]Tier 3[-] Mining Helmet. Он создается на [decea3]20%[-] быстрее."
ulm_research_helmet_mining_4,"Вы можете создать [decea3]Tier 4[-] Mining Helmet. Его можно изготовить на [decea3]30%[-] быстрее."
ulm_research_helmet_mining_5,"Вы можете создать [decea3]Tier 5[-] Mining Helmet. Его можно изготовить на [decea3]40%[-] быстрее."
ulm_research_hoe_iron,"Железная садовая мотыга."
ulm_research_hoe_iron_1,"Вы можете изготовить [decea3]Железную садовую мотыгу[-]."
ulm_research_hoe_iron_1,"Вы можете создать [decea3]Мотыгу железного сада 2 уровня[-]. Вы можете изготовить ее на [decea3]10%[-] быстрее."
ulm_research_hoe_iron_1,"Вы можете создать [decea3]Садовую мотыгу 3-го уровня[-]. Вы можете изготовить ее на [decea3]20%[-] быстрее."
ulm_research_hoe_iron_1,"Вы можете создать [decea3]Садовую мотыгу 4-го уровня. Вы можете изготовить ее на [decea3]30%[-] быстрее."
ulm_research_hoe_iron_1,"Вы можете создать [decea3]Садовую мотыгу 5-го уровня. Вы можете изготовить ее на [decea3]40%[-] быстрее."
ulm_research_knife_iron,"Железный нож."
ulm_research_knife_iron_1,"Вы можете изготовить [decea3]Железный нож[-]."
ulm_research_knife_iron_2,"Вы можете создать [decea3]Железный нож уровня 2[-]. Он создается на [decea3]10%[-] быстрее."
ulm_research_knife_iron_3,"Вы можете создать [decea3]Tier 3[-] Iron Knife. Создавайте его на [decea3]20%[-] быстрее."
ulm_research_knife_iron_4,"Вы можете создать [decea3]Tier 4[-] Iron Knife. Создавайте его на [decea3]30%[-] быстрее."
ulm_research_knife_iron_5,"Вы можете создать [decea3]Tier 5[-] Iron Knife. Создавайте его на [decea3]40%[-] быстрее."
ulm_research_knife_steel,"Стальной охотничий нож."
ulm_research_knife_steel_1,"Вы можете создать [decea3]Стальной охотничий нож[-]."
ulm_research_knife_steel_2,"Вы можете создать [decea3]Стальной нож уровня 2[-]. Он создается на [decea3]10%[-] быстрее."
ulm_research_knife_steel_3,"Вы можете создать [decea3]Tier 3[-] Steel Knife. Создавайте его на [decea3]20%[-] быстрее."
ulm_research_knife_steel_4,"Вы можете создать [decea3]Tier 4[-] Steel Knife. Создавайте его на [decea3]30%[-] быстрее."
ulm_research_knife_steel_5,"Вы можете создать [decea3]Tier 5[-] Steel Knife. Создавайте его на [decea3]40%[-] быстрее."
ulm_research_knife_titanium,"Титановый нож."
ulm_research_knife_titanium_1,"Вы можете создать [decea3]Титановый нож[-]."
ulm_research_knife_titanium_2,"Вы можете создать [decea3]Титановый нож 2-го уровня[-]. Он создается на [decea3]10%[-] быстрее."
ulm_research_knife_titanium_3,"Вы можете создать [decea3]Tier 3[-] Titanium Knife. Создавайте его на [decea3]20%[-] быстрее."
ulm_research_knife_titanium_4,"Вы можете создать [decea3]Tier 4[-] Titanium Knife. Создавайте его на [decea3]30%[-] быстрее."
ulm_research_knife_titanium_5,"Вы можете создать [decea3]Tier 5[-] Titanium Knife. Создавайте его на [decea3]40%[-] быстрее."
ulm_research_machete_iron,"Железный мачете."
ulm_research_machete_iron_1,"Вы можете создать [decea3]Железный мачете[-]."
ulm_research_machete_iron_2,"Вы можете создать [decea3]Железный мачете 2-го уровня[-]. Создавайте его на [decea3]10%[-] быстрее."
ulm_research_machete_iron_3,"Вы можете создать [decea3]Tier 3[-] Iron Machete. Создавайте его на [decea3]20%[-] быстрее."
ulm_research_machete_iron_4,"Вы можете создать [decea3]Tier 4[-] Iron Machete. Вы можете изготовить его на [decea3]30%[-] быстрее."
ulm_research_machete_iron_5,"Вы можете создать [decea3]Tier 5[-] Iron Machete. Вы можете изготовить его на [decea3]40%[-] быстрее."
ulm_research_machete_steel,"Стальной мачете."
ulm_research_machete_steel_1,"Вы можете создать [decea3]Стальной мачете[-]."
ulm_research_machete_steel_2,"Вы можете создать [decea3]Стальной мачете 2-го уровня[-]. Создавайте его на [decea3]10%[-] быстрее."
ulm_research_machete_steel_3,"Вы можете создать [decea3]Tier 3[-] Steel Machete. Создавайте его на [decea3]20%[-] быстрее."
ulm_research_machete_steel_4,"Вы можете создать [decea3]Tier 4[-] Steel Machete. Вы можете изготовить его на [decea3]30%[-] быстрее."
ulm_research_machete_steel_5,"Вы можете создать [decea3]Tier 5[-] Steel Machete. Создавайте его на [decea3]40%[-] быстрее."
ulm_research_machete_titanium,"Титановый мачете."
ulm_research_machete_titanium_1,"Вы можете создать [decea3]Титановый мачете[-]."
ulm_research_machete_titanium_2,"Вы можете создать [decea3]Tier 2[-] Titanium Machete. Создавайте его на [decea3]10%[-] быстрее."
ulm_research_machete_titanium_3,"Вы можете создать [decea3]Tier 3[-] Titanium Machete. Создавайте его на [decea3]20%[-] быстрее."
ulm_research_machete_titanium_4,"Вы можете создать [decea3]Tier 4[-] Titanium Machete. Создавайте его на [decea3]30%[-] быстрее."
ulm_research_machete_titanium_5,"Вы можете создать [decea3]Tier 5[-] Titanium Machete. Создавайте его на [decea3]40%[-] быстрее."
ulm_research_materials,"Продвинутые материалы."
ulm_research_materials_1,"Вы можете создать:\n[decea3]Военное волокно[-]."
ulm_research_melee_mods,"Модификации оружия ближнего боя"
ulm_research_melee_mods_1,"Вы можете создать:\n[decea3]Структурную скобу, Могильник, Дровокол[-]."
ulm_research_melee_mods_2,"Вы можете создать:\n[decea3]Зазубренный клинок, Утяжеленная голова, Бункерный бустер[-]."
ulm_research_melee_mods_3,"Вы можете создать: \n[decea3]Эргономичную рукоять, Горящий вал[-]."
ulm_research_melee_mods_4,"Вы можете создать:\n[decea3]Barbed Wire Mod, Tempered Blade, Fortifying Grip[-]."
ulm_research_melee_mods_5,"Вы можете создать:\n[decea3]Мод металлических шипов, Железный разрушитель[-]."
ulm_research_minibike,"Минибайк."
ulm_research_minibike_1,"Вы можете создавать детали [decea3]Уровня 1[-] минибайка: \n[decea3]Шасси минибайка, Поручни минибайка, Минибайк[-]."
ulm_research_minibike_2,"Вы можете создавать [decea3]детали минибайка уровня 2[-]. Запчасти для минибайка создаются на [decea3]10%[-] быстрее."
ulm_research_minibike_3,"Вы можете создавать детали минибайка [decea3]Уровня 3[-]. Вы можете создавать детали минибайка [decea3]на [decea3]20%[-] быстрее."
ulm_research_minibike_4,"Вы можете создавать детали минибайка [decea3]Уровня 4[-]. Вы можете изготавливать детали минибайка [decea3]на [decea3]30%[-] быстрее."
ulm_research_minibike_5,"Вы можете создавать детали минибайка [decea3]Уровня 5[-]. Вы можете изготавливать детали для минибайка [decea3]на [decea3]40%[-] быстрее."
ulm_research_motorcycle,"Мотоцикл."
ulm_research_motorcycle_1,"Вы можете создавать [decea3]детали мотоцикла 1-го уровня[-]:\n[decea3]шасси мотоцикла, руль мотоцикла, мотоцикл[-]."
ulm_research_motorcycle_2,"Вы можете создавать детали мотоцикла [decea3]Уровня 2[-]. Запчасти для мотоциклов создаются на [decea3]10%[-] быстрее."
ulm_research_motorcycle_3,"Вы можете создавать детали мотоцикла [decea3]уровня 3[-]. Вы можете изготавливать детали мотоцикла на [decea3]20%[-] быстрее."
ulm_research_motorcycle_4,"Вы можете создавать детали мотоцикла [decea3]Уровня 4[-]. Запчасти для мотоциклов создаются [decea3]на 30%[-] быстрее."
ulm_research_motorcycle_5,"Вы можете создавать детали мотоцикла [decea3]уровня 5[-]. Вы можете изготавливать детали мотоцикла на [decea3]40%[-] быстрее."
ulm_research_nailgun,"Пистолет-гвоздемет."
ulm_research_nailgun_1,"Вы можете создать [decea3]Гвоздодер[-]."
ulm_research_nailgun_2,"Вы можете создать [decea3]Гвоздодер уровня 2[-]. Создавайте его на [decea3]10%[-] быстрее."
ulm_research_nailgun_3,"Вы можете создать [decea3]Гвоздодер уровня 3[-]. Вы можете изготовить его на [decea3]20%[-] быстрее."
ulm_research_nailgun_4,"Вы можете создать [decea3]Tier 4[-] Nail gun. Вы можете изготовить его на [decea3]30%[-] быстрее."
ulm_research_nailgun_5,"Вы можете создать [decea3]Tier 5[-] Nail gun. Создавайте его на [decea3]40%[-] быстрее."
ulm_research_pickaxe_iron,"Железная кирка."
ulm_research_pickaxe_iron_1,"Вы можете изготовить [decea3]Железную кирку[-]."
ulm_research_pickaxe_iron_2,"Вы можете создать [decea3]Железную кирку 2 уровня[-]. Она создается на [decea3]10%[-] быстрее."
ulm_research_pickaxe_iron_3,"Вы можете создать [decea3]Tier 3[-] Iron Pickaxe. Вы можете изготовить ее на [decea3]20%[-] быстрее."
ulm_research_pickaxe_iron_4,"Вы можете создать [decea3]Tier 4[-] Iron Pickaxe. Вы можете изготовить ее на [decea3]30%[-] быстрее."
ulm_research_pickaxe_iron_5,"Вы можете создать [decea3]Tier 5[-] Iron Pickaxe. Вы можете изготовить ее на [decea3]40%[-] быстрее."
ulm_research_pickaxe_steel,"Стальная кирка."
ulm_research_pickaxe_steel_1,"Вы можете изготовить [decea3]Стальную кирку[-]."
ulm_research_pickaxe_steel_2,"Вы можете создать [decea3]Стальную кирку 2 уровня[-]. Она создается на [decea3]10%[-] быстрее."
ulm_research_pickaxe_steel_3,"Вы можете создать [decea3]Tier 3[-] Steel Pickaxe. Вы можете изготовить ее на [decea3]20%[-] быстрее."
ulm_research_pickaxe_steel_4,"Вы можете создать [decea3]Tier 4[-] Steel Pickaxe. Вы можете изготовить ее на [decea3]30%[-] быстрее."
ulm_research_pickaxe_steel_5,"Вы можете создать [decea3]Tier 5[-] Steel Pickaxe. Вы можете изготовить ее на [decea3]40%[-] быстрее."
ulm_research_pistol,"Пистолет."
ulm_research_pistol_1,"Вы можете создать [decea3]Пистолет[-]."
ulm_research_pistol_2,"Вы можете создать [decea3]Пистолет уровня 2[-]. Создавайте его на [decea3]10%[-] быстрее."
ulm_research_pistol_3,"Вы можете создать [decea3]Пистолет уровня 3[-]. Создавайте его на [decea3]20%[-] быстрее."
ulm_research_pistol_4,"Вы можете создать [decea3]Пистолет уровня 4[-]. Создавайте его на [decea3]30%[-] быстрее."
ulm_research_pistol_5,"Вы можете создать [decea3]Пистолет уровня 5[-]. Создавайте его на [decea3]40%[-] быстрее."
ulm_research_revolver,"Револьвер."
ulm_research_revolver_1,"Вы можете создать [decea3]Револьвер[-]."
ulm_research_revolver_2,"Вы можете создать [decea3]Револьвер второго уровня[-]. Создавайте его на [decea3]10%[-] быстрее."
ulm_research_revolver_3,"Вы можете создать [decea3]Револьвер уровня 3[-]. Создавайте его на [decea3]20%[-] быстрее."
ulm_research_revolver_4,"Вы можете создать [decea3]Револьвер уровня 4[-]. Создавайте его на [decea3]30%[-] быстрее."
