Key,English
ulmDecoLogTable,"Log Table"
ulmDecoLogTableDesc,"A primitive table made out of logs and basic planks as the surface."
ulmDecoMannequinVariantHelper,"Mannequin"
ulmDecoMech01a,"M.A.C.E."
ulmDecoMech01aDesc,"Mobile Armored Combat Exoskeletons or in short M.A.C.E were special units produced for Enforcers to uphold peace in the most problematic regions of the world."
ulmDecoMetalBollardVariantHelper,"Metal Bollard"
ulmDecoPallet,"Wooden Pallet"
ulmDecoPortableToiletClosed,"Portable Toilet, Closed"
ulmDecoPortableToiletOpen,"Portable Toilet, Open"
ulmDecoPortableToiletRandomHelper,"Portable Toilet | Random Helper"
ulmDecoPottedAloePlant,"Potted Aloe Plant"
ulmDecoPottedCherryBlossomPlant,"Potted Cherry Blossom"
ulmDecoPottedFernPlant,"Potted Fern Plant"
ulmDecoPottedHousePlant,"Potted House Plant"
ulmDecoPottedTallHousePlant,"Potted Tall Dracaena Fragrans Plant"
ulmDecoPresentBox01a,"Present Box"
ulmDecoPresentBox01b,"Present Box"
ulmDecoPresentBox01c,"Present Box"
ulmDecoPresentBox01d,"Present Box"
ulmDecoPresentBox02a,"Present Box"
ulmDecoPresentBox02b,"Present Box"
ulmDecoPresentBox02c,"Present Box"
ulmDecoPresentBox02d,"Present Box"
ulmDecoPresentBox03a,"Present Box"
ulmDecoPresentBox03b,"Present Box"
ulmDecoPresentBox03c,"Present Box"
ulmDecoPresentBox03d,"Present Box"
ulmDecoPresentBox04a,"Present Box"
ulmDecoPresentBox04b,"Present Box"
ulmDecoPresentBox04c,"Present Box"
ulmDecoPresentBox04d,"Present Box"
ulmDecoPresentBox05a,"Present Box"
ulmDecoPresentBox05b,"Present Box"
ulmDecoPresentBox05c,"Present Box"
ulmDecoPresentBox06a,"Present Box"
ulmDecoPresentBox06b,"Present Box"
ulmDecoPresentBoxVariantHelper,"Present Box"
ulmDecoServerRackVariantHelper,"Server Rack"
ulmDecoSnowman01,"Snowman"
ulmDecoSnowman02,"Snowman"
ulmDecoSnowmanVariantHelper,"Snowman"
ulmDecoTire1,"Tire 1"
ulmDecoTire1_S,"Tire 1, Small"
ulmDecoTire2,"Tire 2"
ulmDecoTire2_S,"Tire 2, Small"
ulmDecoTire3,"Tire 3"
ulmDecoTire3_S,"Tire 3, Small"
ulmDecoTire4,"Tire 4"
ulmDecoTire4_White,"Tire 4, White"
ulmDecoTire4_Red,"Tire 4, Red"
ulmDecoTire4_S,"Tire 4, Small"
ulmDecoTire5,"Tire 5"
ulmDecoTire5_S,"Tire 5, Small"
ulmDecoTire6,"Tire 6"
ulmDecoTires2_1,"Tire Stack 2-1"
ulmDecoTires2_1_White,"Tire Stack 2-1, White"
ulmDecoTires2_1_Red,"Tire Stack 2-1, Red"
ulmDecoTires4_1,"Tire Stack 4-1"
ulmDecoTires4_2,"Tire Stack 4-2"
ulmDecoTires4_3,"Tire Stack 4-3"
ulmDecoTires4_4,"Tire Stack 4-4"
ulmDecoToyBear,"Toy Bear"
ulmDecoToyElephant,"Toy Elephant"
ulmDecoToyRobot1,"Toy Robot"
ulmDecoToyRobot2,"Toy Robot"
ulmDecoToyRobot3,"Toy Robot"
ulmDecoToyRocket,"Toy Rocket"
ulmDecoToySquirrel,"Plush Squirrel"
ulmDecoToySquirrelDesc,"I remember one time playing around with a toys just like this. Can be placed as a decoration."
ulmDecoToyVariantHelper,"Toy"
ulmDecoTrafficCone,"Traffic Cone"
ulmDecoTrafficConstructionConeVariantHelper,"Traffic/Construction Cone"
ulmDecoWildWestWagonWheelVariantHelper,"Wild West Wagon Wheel"
ulmDecoWineBottleVariantHelper,"Wine Bottle"
ulmDestroyedWoodConcreteBlockVariantHelper,"Destroyed Block"
ulmDoor,"Door"
ulmDoorCabinet,"Cabinet Door"
ulmDoorClassic01aSingle,"House Door 1-A"
ulmDoorClassic01aDouble,"Double House Door 1-A"
ulmDoorClassic01aSinglePicked,"Door\n[808080](Picked)[-]"
ulmDoorClassic01aDoublePicked,"Door\n[808080](Picked)[-]"
ulmDoorClassic01bSingle,"House Door 1-B"
ulmDoorClassic01bDouble,"Double House Door 1-B"
ulmDoorClassic01bSinglePicked,"Door\n[808080](Picked)[-]"
ulmDoorClassic01bDoublePicked,"Door\n[808080](Picked)[-]"
ulmDoorClassic01cSingle,"House Door 1-C"
ulmDoorClassic01cDouble,"Double House Door 1-C"
ulmDoorClassic01cSinglePicked,"Door\n[808080](Picked)[-]"
ulmDoorClassic01cDoublePicked,"Door\n[808080](Picked)[-]"
ulmDoorClassic01dSingle,"House Door 1-D"
ulmDoorClassic01dDouble,"Double House Door 1-D"
ulmDoorClassic01dSinglePicked,"Door\n[808080](Picked)[-]"
ulmDoorClassic01dDoublePicked,"Door\n[808080](Picked)[-]"
ulmDoorClassic01eSingle,"House Door 1-E"
ulmDoorClassic01eDouble,"Double House Door 1-E"
ulmDoorClassic01eSinglePicked,"Door\n[808080](Picked)[-]"
ulmDoorClassic01eDoublePicked,"Door\n[808080](Picked)[-]"
ulmDoorClassic01fSingle,"House Door 1-F"
ulmDoorClassic01fDouble,"Double House Door 1-F"
ulmDoorClassic01fSinglePicked,"Door\n[808080](Picked)[-]"
ulmDoorClassic01fDoublePicked,"Door\n[808080](Picked)[-]"
ulmDoorClassic01gSingle,"House Door 1-G"
ulmDoorClassic01gDouble,"Double House Door 1-G"
ulmDoorClassic01gSinglePicked,"Door\n[808080](Picked)[-]"
ulmDoorClassic01gDoublePicked,"Door\n[808080](Picked)[-]"
ulmDoorCloset,"Closet Door"
ulmDoorClosetSingleVariantHelper,"Closet Door"
ulmDoorClosetDoubleVariantHelper,"Closet Double Door"
ulmDoorCommercial,"Commercial Door"
ulmDoorCommercial1VariantHelper,"Commercial Door 1"
ulmDoorCommercial2VariantHelper,"Commercial Door 2"
ulmDoorCommercial3VariantHelper,"Commercial Door 3"
ulmDoorCommercial4VariantHelper,"Commercial Door 4"
ulmDoorCommercialDouble,"Commercial Double Door"
ulmDoorCommercialDouble1VariantHelper,"Commercial Double Door 1"
ulmDoorCommercialDouble2VariantHelper,"Commercial Double Door 2"
ulmDoorCommercialDouble3VariantHelper,"Commercial Double Door 3"
ulmDoorCommercialDouble4VariantHelper,"Commercial Double Door 4"
ulmDoorElevatorVariantHelper,"Elevator Door (POI)"
ulmDoorExteriorSingleVariantHelper,"House Door"
ulmDoorExteriorDoubleVariantHelper,"House Double Door"
ulmDoorExteriorOldSingleVariantHelper,"Old House Door"
ulmDoorExteriorOldDoubleVariantHelper,"Old House Double Door"
ulmDoorExteriorSideLightSingleVariantHelper,"Side Window Door"
ulmDoorExteriorSideLightDoubleVariantHelper,"Side Window Double Door"
ulmDoorFence,"Fence Door"
ulmDoorFrench,"Glass Panel Door"
ulmDoorFrenchSingleVariantHelper,"Glass Panel Door"
ulmDoorFrenchDoubleVariantHelper,"Glass Panel Double Door"
ulmDoorGarage,"Garage Door"
ulmDoorGarageIron,"Iron Garage Door"
ulmDoorGarageSteel,"Steel Garage Door"
ulmDoorGarageSteel3x3VariantHelper,"Steel Garage Door 3x3"
ulmDoorGarageSteel4x3VariantHelper,"Steel Garage Door 4x3"
ulmDoorGarageSteel5x3VariantHelper,"Steel Garage Door 5x3"
ulmDoorGarageWooden3x3VariantHelper,"Wooden Garage Door 3x3"
ulmDoorGarageWooden4x3VariantHelper,"Wooden Garage Door 4x3"
ulmDoorGarageWooden5x3VariantHelper,"Wooden Garage Door 5x3"
ulmDoorGateSecurity,"Security Gate"
ulmDoorHatch,"Hatch"
ulmDoorHatchIron,"Iron Hatch"
ulmDoorHatchSteel,"Steel Hatch"
ulmDoorHatchWood,"Wood Hatch"
ulmDoorIndustrial01aSingle,"Industrial Door 1-A"
ulmDoorIndustrial01aDouble,"Industrial Double Door 1-A"
ulmDoorIndustrial01aSinglePicked,"Door\n[808080](Picked)[-]"
ulmDoorIndustrial01aDoublePicked,"Door\n[808080](Picked)[-]"
ulmDoorIndustrial01bSingle,"Industrial Door 1-B"
ulmDoorIndustrial01bDouble,"Industrial Double Door 1-B"
ulmDoorIndustrial01bSinglePicked,"Door\n[808080](Picked)[-]"
ulmDoorIndustrial01bDoublePicked,"Door\n[808080](Picked)[-]"
ulmDoorIndustrial02aSingle,"Industrial Door 2-A"
ulmDoorIndustrial02aSingleNoGlass,"Industrial Door 2-A"
ulmDoorIndustrial02aSinglePicked,"Door\n[808080](Picked)[-]"
ulmDoorIndustrial02aSingleNoGlassPicked,"Door\n[808080](Picked)[-]"
ulmDoorIndustrial02aDouble,"Industrial Double Door 2-A"
ulmDoorIndustrial02aDoubleNoGlass,"Industrial Double Door 2-A"
ulmDoorIndustrial02aDoublePicked,"Door\n[808080](Picked)[-]"
ulmDoorIndustrial02aDoubleNoGlassPicked,"Door\n[808080](Picked)[-]"
ulmDoorIndustrial02bSingle,"Industrial Door 2-B"
ulmDoorIndustrial02bSingleNoGlass,"Industrial Door 2-B"
ulmDoorIndustrial02bSinglePicked,"Door\n[808080](Picked)[-]"
ulmDoorIndustrial02bSingleNoGlassPicked,"Door\n[808080](Picked)[-]"
ulmDoorIndustrial02bDouble,"Industrial Double Door 2-B"
ulmDoorIndustrial02bDoubleNoGlass,"Industrial Double Door 2-B"
ulmDoorIndustrial02bDoublePicked,"Door\n[808080](Picked)[-]"
ulmDoorIndustrial02bDoubleNoGlassPicked,"Door\n[808080](Picked)[-]"
ulmDoorIndustrial02cSingle,"Industrial Door 2-C"
ulmDoorIndustrial02cSingleNoGlass,"Industrial Door 2-C"
ulmDoorIndustrial02cSinglePicked,"Door\n[808080](Picked)[-]"
ulmDoorIndustrial02cSingleNoGlassPicked,"Door\n[808080](Picked)[-]"
ulmDoorIndustrial02cDouble,"Industrial Double Door 2-C"
ulmDoorIndustrial02cDoubleNoGlass,"Industrial Double Door 2-C"
ulmDoorIndustrial02cDoublePicked,"Door\n[808080](Picked)[-]"
ulmDoorIndustrial02cDoubleNoGlassPicked,"Door\n[808080](Picked)[-]"
ulmDoorIndustrial03aSingle,"Industrial Door 3-A"
ulmDoorIndustrial03aDouble,"Industrial Double Door 3-A"
ulmDoorIndustrial03aDoubleNoGlass,"Industrial Double Door 3-A"
ulmDoorIndustrial03aDoublePicked,"Door\n[808080](Picked)[-]"
ulmDoorIndustrial03aDoubleNoGlassPicked,"Door\n[808080](Picked)[-]"
ulmDoorIndustrial03bSingle,"Industrial Door 3-B"
ulmDoorIndustrial03bSingleNoGlass,"Industrial Door 3-B"
ulmDoorIndustrial03bSinglePicked,"Door\n[808080](Picked)[-]"
ulmDoorIndustrial03bSingleNoGlassPicked,"Door\n[808080](Picked)[-]"
ulmDoorIndustrial03bDouble,"Industrial Double Door 3-B"
ulmDoorIndustrial03bDoubleNoGlass,"Industrial Double Door 3-B"
ulmDoorIndustrial03bDoublePicked,"Door\n[808080](Picked)[-]"
ulmDoorIndustrial03bDoubleNoGlassPicked,"Door\n[808080](Picked)[-]"
ulmDoorIndustrial03cSingle,"Industrial Door 3-C"
ulmDoorIndustrial03cSingleNoGlass,"Industrial Door 3-C"
ulmDoorIndustrial03cSinglePicked,"Door\n[808080](Picked)[-]"
ulmDoorIndustrial03cSingleNoGlassPicked,"Door\n[808080](Picked)[-]"
ulmDoorIndustrial03cDouble,"Industrial Double Door 3-C"
ulmDoorIndustrial03cDoubleNoGlass,"Industrial Double Door 3-C"
ulmDoorIndustrial03cDoublePicked,"Door\n[808080](Picked)[-]"
ulmDoorIndustrial03cDoubleNoGlassPicked,"Door\n[808080](Picked)[-]"
ulmDoorIndustrial12aSingle,"Industrial Door 12-A"
ulmDoorIndustrial12aDouble,"Industrial Double Door 12-A"
ulmDoorIndustrial12aDoubleNoGlass,"Industrial Double Door 12-A"
ulmDoorIndustrial12aDoublePicked,"Door\n[808080](Picked)[-]"
ulmDoorIndustrial12aDoubleNoGlassPicked,"Door\n[808080](Picked)[-]"
ulmDoorIndustrial12bSingle,"Industrial Door 12-B"
ulmDoorIndustrial12bSingleNoGlass,"Industrial Door 12-B"
ulmDoorIndustrial12bSinglePicked,"Door\n[808080](Picked)[-]"
ulmDoorIndustrial12bSingleNoGlassPicked,"Door\n[808080](Picked)[-]"
ulmDoorIndustrial12bDouble,"Industrial Double Door 12-B"
ulmDoorIndustrial12bDoubleNoGlass,"Industrial Double Door 12-B"
ulmDoorIndustrial12bDoublePicked,"Door\n[808080](Picked)[-]"
ulmDoorIndustrial12bDoubleNoGlassPicked,"Door\n[808080](Picked)[-]"
ulmDoorIndustrial12cSingle,"Industrial Door 12-C"
ulmDoorIndustrial12cSingleNoGlass,"Industrial Door 12-C"
ulmDoorIndustrial12cSinglePicked,"Door\n[808080](Picked)[-]"
ulmDoorIndustrial12cSingleNoGlassPicked,"Door\n[808080](Picked)[-]"
ulmDoorIndustrial12cDouble,"Industrial Double Door 12-C"
ulmDoorIndustrial12cDoubleNoGlass,"Industrial Double Door 12-C"
ulmDoorIndustrial12cDoublePicked,"Door\n[808080](Picked)[-]"
ulmDoorIndustrial12cDoubleNoGlassPicked,"Door\n[808080](Picked)[-]"
ulmDoorIndustrialSingleVariantHelper,"Industrial Doors"
ulmDoorIndustrialDoubleVariantHelper,"Industrial Double Doors"
ulmDoorInteriorSingleVariantHelper,"Interior Door"
ulmDoorInteriorDoubleVariantHelper,"Interior Double Door"
ulmDoorInteriorOldSingleVariantHelper,"Old Interior Door"
ulmDoorInteriorOldDoubleVariantHelper,"Old Interior Double Door"
ulmDoorIron,"Iron Door"
ulmDoorIronDouble,"Iron Double Door"
ulmDoorJail,"Jail Door"
ulmDoorJailDouble,"Double Jail Door"
ulmDoorJailSingleVariantHelper,"Jail Door"
ulmDoorJailDoubleVariantHelper,"Double Jail Door"
ulmDoorModern01aSingle,"Modern House Door 1-A"
ulmDoorModern01aDouble,"Modern Double House Door 1-A"
ulmDoorModern01aSinglePicked,"Door\n[808080](Picked)[-]"
ulmDoorModern01aDoublePicked,"Door\n[808080](Picked)[-]"
ulmDoorModern01bSingle,"Modern Door 1-B"
ulmDoorModern01bDouble,"Modern Double Door 1-B"
ulmDoorModern01bSinglePicked,"Door\n[808080](Picked)[-]"
ulmDoorModern01bDoublePicked,"Door\n[808080](Picked)[-]"
ulmDoorOldHouse,"Old House Door"
ulmDoorPantry,"Pantry Door"
ulmDoorPantryVariantHelper,"Pantry Door"
ulmDoorRollUp,"Roll Up Door"
ulmDoorRollUpVariantHelper,"Roll Up Door"
ulmDoorSciFi01,"Sliding Iron Door"
ulmDoorSciFi01Desc,"Durable sliding iron door made out iron. Dimensions (WxDxH): [decea3]3x1x3[-]"
ulmDoorSciFi01Insecure,"Insecure Sliding Metal Door"
ulmDoorSciFi01InsecureDesc,"Durable sliding iron door made out iron. Dimensions (WxDxH): [decea3]3x1x3[-]"
ulmDoorSciFi01Locked,"Locked Sliding Metal Door"
ulmDoorSciFi01LockedDesc,"POI Editing Only. Dimensions (WxDxH): [decea3]3x1x3[-]"
ulmDoorSciFi01Powered,"Powered Sliding Metal Door"
ulmDoorSciFi01PoweredDesc,"Durable sliding metal door made out iron. Requires Power. Dimensions (WxDxH): [decea3]3x1x3[-]"
ulmDoorSciFi02,"Sliding Glass Door"
ulmDoorSciFi02Desc,"Durable sliding glass door made out iron. Dimensions (WxDxH): [decea3]3x1x3[-]"
ulmDoorSciFi02Insecure,"Insecure Sliding Glass Door"
ulmDoorSciFi02InsecureDesc,"Durable sliding glass door made out iron. Dimensions (WxDxH): [decea3]3x1x3[-]"
ulmDoorSciFi02Locked,"Locked Sliding Glass Door"
ulmDoorSciFi02LockedDesc,"POI Editing Only. Dimensions (WxDxH): [decea3]3x1x3[-]"
ulmDoorSciFi02Powered,"Powered Sliding Glass Door"
ulmDoorSciFi02PoweredDesc,"Durable sliding glass door made out iron. Requires Power. Dimensions (WxDxH): [decea3]3x1x3[-]"
ulmDoorSciFi02Screen,"Metal Info Screen"
ulmDoorSciFi02ScreenDesc,"Sign screen, that can display your written text on it."
ulmDoorSciFi02Switch,"Switch"
ulmDoorSciFi03,"Sliding Gate"
ulmDoorSciFi03Desc,"Very durable large sliding gate made out iron. Dimensions (WxDxH): [decea3]7x3x5[-]"
ulmDoorSciFi03Insecure,"Insecure Sliding Gate"
ulmDoorSciFi03InsecureDesc,"Durable large sliding gate made out iron. Dimensions (WxDxH): [decea3]7x3x5[-]"
ulmDoorSciFi03Locked,"Locked Sliding Gate"
ulmDoorSciFi03LockedDesc,"POI Editing Only. Dimensions (WxDxH): [decea3]7x3x5[-]"
ulmDoorSciFi03Powered,"Powered Sliding Gate"
ulmDoorSciFi03PoweredDesc,"Durable large sliding gate made out iron. Requires Power. Dimensions (WxDxH): [decea3]7x3x5[-]"
ulmDoorSciFi04,"Sliding Blast Door"
ulmDoorSciFi04Desc,"Very durable sliding blast door made out iron. Dimensions (WxDxH): [decea3]3x3x3[-]"
ulmDoorSciFi04Insecure,"Insecure Sliding Blast Door"
ulmDoorSciFi04InsecureDesc,"Durable sliding blast door made out iron. Dimensions (WxDxH): [decea3]3x3x3[-]"
ulmDoorSciFi04Locked,"Locked Sliding Blast Door"
ulmDoorSciFi04LockedDesc,"POI Editing Only. Dimensions (WxDxH): [decea3]3x3x3[-]"
ulmDoorSciFi04Powered,"Powered Sliding Blast Door"
ulmDoorSciFi04PoweredDesc,"Very durable sliding blast door made out iron. Requires Power. Dimensions (WxDxH): [decea3]3x3x3[-]"
ulmDoorSteel,"Steel Door"
ulmDoorSteelDouble,"Double Steel Doors"
ulmDoorTallCabinetVariantHelper,"Tall Cabinet Door"
ulmDoorTrailer,"Trailer Door"
ulmDoorTrailerVariantHelper,"Trailer Door"
ulmDoorWood,"Wooden Door"
ulmDoorWoodDecoVariantHelper,"Decorative Wood Door"
ulmDoorWoodDecoDoubleVariantHelper,"Decorative Double Wood Door"
ulmDoorVaultSector43,"Vault Door"
ulmDoorWoodenFenceVariantHelper,"Wooden Fence Door"
ulmElectricFencePost2,"Improved Electric Fence Post"
ulmElectricFencePost2Desc,"Durable Electric Fence Post. Wire up 2 or more of these and shock your enemies."
ulmElectricFencePost3,"Advanced Electric Fence Post"
ulmElectricFencePost3Desc,"Very durable Electric Fence Post. Wire up 2 or more of these and shock your enemies."
ulmElectricGasMeterVariantHelper,"Electric/Gas Meter"
ulmElectricMotor,"Electric Motor"
ulmElectricMotorDesc,"An electrical machine to convert electrical energy into mechanical energy with the help of magnetic fields generated by current flow through copper coils."
ulmElectricMotorOffset,"Electric Motor (Offset)"
ulmElectricMotorOffsetSide,"Electric Motor (Offset, Side)"
ulmElectricMotorCorner,"Electric Motor (Corner)"
ulmElectricMotorVariantHelper,"Electric Motor (POI)"
ulmMotorBatteryChargerRandomHelper,"Motor/Battery/Charger | Random Helper"
ulmMotorBatteryChargerEngineRandomHelper,"Motor/Battery/Charger/Engine | Random Helper"
ulmElectricWireRelay,"Electric Wire Relay (No Base)"
ulmElectricWireRelayH1,"Wire Relay (1m)"
ulmElectricWireRelayH2,"Wire Relay (2m)"
ulmElectricWireRelayH3,"Wire Relay (3m)"
ulmElectricWireRelayH4,"Wire Relay (4m)"
ulmElectricWireRelayH5,"Wire Relay (5m)"
ulmElectricWireRelayH6,"Wire Relay (6m)"
ulmElectricWireRelayTallVariantHelper,"Tall Wire Relay"
ulmElectricWireRelayVariantHelper,"Wire Relay"
ulmElevatorPlatform2,"Elevator Platform (2 Floors)"
ulmElevatorPlatform2Desc,"Has built in power source. Dimensions (WxDxH): [decea3]9x9x6[-]"
ulmElevatorPlatform3,"Elevator Platform (3 Floors)"
ulmElevatorPlatform3Desc,"Has built in power source. Dimensions (WxDxH): [decea3]9x9x11[-]"
ulmElevatorPlatform4,"Elevator Platform (4 Floors)"
ulmElevatorPlatform4Desc,"Has built in power source. Dimensions (WxDxH): [decea3]9x9x16[-]"
ulmElevatorPlatform5,"Elevator Platform (5 Floors)"
ulmElevatorPlatform5Desc,"Has built in power source. Dimensions (WxDxH): [decea3]9x9x21[-]"
ulmElevatorPlatform6,"Elevator Platform (6 Floors)"
ulmElevatorPlatform6Desc,"Has built in power source. Dimensions (WxDxH): [decea3]9x9x26[-]"
ulmEmberPilePOIVariantHelper,"Ember Pile (POI)"
ulmEngineRandomHelper,"Engine | Random Helper"
ulmTruckEngineRandomHelper,"Truck Engine | Random Helper"
ulmSmallEngine,"Small Engine"
ulmSmallEngineDesc,"Small engine for small vehicles or tools"
ulmMotorcycleEngine,"Motorcycle Engine"
ulmMotorcycleEngineDesc,"Medium size internal combustion engine. Used for crafting or repairing Motorcycles."
ulmBuggyEngine,"Buggy Engine"
ulmBuggyEngineDesc,"Internal combustion engine from a buggy."
ulmCarEngine,"Car Engine"
ulmCarEngineDesc,"Medium size internal combustion engine. Used for crafting or repairing Cars."
ulmTruckEngine,"Truck Engine"
ulmTruckEngineDesc,"Large internal combustion engine. Used for repairing Large Trucks."
ulmGyrocopterEngine,"Small Aviation Engine"
ulmGyrocopterEngineDesc,"Internal combustion engine from a small aircraft."
ulmEscalatorVariantHelper,"Escalator"
ulmFactoryConveyorBeltVariantHelper,"Factory Conveyor Belt"
ulmFakeCabinetDoorVariantHelper,"Fake Cabinet Door"
ulmFastFoodBoothBenchVariantHelper,"Fast Food Booth Bench"
ulmFastFoodBoothVariantHelper,"Fast Food Booth"
ulmPlumbingFixturesBrassVariantHelper,"Brass Plumbing Fixtures"
ulmPlumbingFixturesIronVariantHelper,"Iron Plumbing Fixtures"
ulmFireExtinguisherBox,"Fire Extinguisher Box"
ulmFireExtinguisherBoxDesc,"Box designed to hold a single Fire Extinguisher"
ulmFireExtinguisherBoxEmpty,"Fire Extinguisher Box (Empty)"
ulmFireExtinguisherBoxRandomHelper,"Fire Extinguisher Box | Random Helper"
ulmFireHydrantVariantHelper,"Fire Hydrant"
ulmFireWoodStackVariantHelper,"Firewood Stack"
ulmFlagPoleVariantHelper,"Flag Pole"
ulmGatlingTurret,"Gatling Auto Turret"
ulmGatlingTurretDesc,"Motion sensing Gatling automatic defense turret. Requires power and ammunition to function."
ulmGenerator,"Generator"
ulmGeneratorBatteryCar,"Wired Car Battery"
ulmGeneratorBatterySingle,"High Capacity Battery"
ulmGeneratorBatteryCluster,"High Capacity Battery Cluster"
ulmGeneratorGasoline_1,"Gasoline Generator"
ulmGeneratorGasoline_2,"Gasoline Generator (Tier 2)"
ulmGeneratorGasoline_2b,"Gasoline Generator (Tier 2)"
ulmGeneratorGasoline_3,"Gasoline Generator (Tier 3)"
ulmGeneratorGasoline_4,"Gasoline Generator (Tier 4)"
ulmGeneratorGasoline_5,"Gasoline Generator (Tier 5)"
ulmGeneratorGasoline_6,"Gasoline Generator (Tier 6)"
ulmGeneratorGasoline_7,"Gasoline Generator (Tier 7)"
ulmGeneratorSolarScrap,"Solar Array (Scrap)"
ulmGeneratorSolarSmall,"Solar Array (S)"
ulmGeneratorSolarMedium,"Solar Array (M)"
ulmGeneratorSolarLarge,"Solar Array (L)"
ulmGeneratorSolarXL,"Solar Array (XL)"
ulmGeneratorWindSmall,"Wind Turbine (S)"
ulmGeneratorWindMedium,"Wind Turbine (M)"
ulmGeneratorWindLarge,"Wind Turbine (L)"
ulmGeneratorWindXL,"Wind Turbine (XL)"
ulmGraveStoneVariantHelper,"Grave Stone"
ulmHoodRangePOIVariantHelper,"Kitchen Vent Hood (POI)"
ulmHubCapsVariantHelper,"Hub Caps"
ulmHorseshoeVariantHelper,"Horseshoe"
ulmIronBarsVariantHelper,"Iron Bars"
ulmIronWroughtFenceVariantHelper,"Iron Wrought Fence"
ulmJailBarsVariantHelper,"Jail Bars"
ulmLadderTitanium,"Titanium Ladder"
ulmLadderTitaniumDesc,"A sturdy ladder mate out of Titanium"
ulmLaundryClothesPileVariantHelper,"Laundry/Clothes Pile"
ulmLiftHydraulicVariantHelper,"Hydraulic Lift"
ulmLightBarLong,"Fluorescent Thin Light Bar"
ulmLightBarLongPlayer,"Fluorescent Thin Light Bar (Centered)"
ulmLightBarLongCornerPlayer,"Fluorescent Thin Light Bar (Corner)"
ulmLightBarLongOffsetPlayer,"Fluorescent Thin Light Bar (Offset)"
ulmLightBarLongVariantHelper,"Fluorescent Thin Light Bar"
ulmLightCandelabraPlayer,"Candelabra"
ulmLightCandelabraSmallPlayer,"Small Candelabra"
ulmLightCandelabraPOIVariantHelper,"Candelabra (POI)"
ulmLightCeiling01BlackPlayer,"Light Bulb Flush Mount (Black)"
ulmLightCeiling01_2x2Player,"Light Bulb Flush Mount (White, 2x2)"
ulmLightCeiling01_2x2BlackPlayer,"Light Bulb Flush Mount (Black, 2x2)"
ulmLightCeilingSocketWhitePlayer,"Light Bulb Socket (White)"
ulmLightCeilingSocketBlackPlayer,"Light Bulb Socket (Black)"
ulmLightCeilingSocket_2x2Player,"Light Bulb Socket (White, 2x2)"
ulmLightCeilingSocket_2x2BlackPlayer,"Light Bulb Socket (Black, 2x2)"
ulmLightCeiling01VariantHelper,"Light Bulb Socket Mount"
ulmLightCeiling01POIVariantHelper,"Light Bulb (POI)"
ulmLightCeiling02Player,"Silver Dome Light"
ulmLightCeiling02_2x2Player,"Silver Dome Light 2x2"
ulmLightCeiling02VariantHelper,"Silver Dome Light"
ulmLightCeiling02BrassPlayer,"Brass Dome Light"
ulmLightCeiling02Brass_2x2Player,"Brass Dome Light, 2x2"
ulmLightCeiling02BrassVariantHelper,"Brass Dome Light"
ulmLightCeiling02POIVariantHelper,"Dome Light (POI)"
ulmLightCeiling04Player,"Warehouse Ceiling Light 1"
ulmLightCeiling04bPlayer,"Warehouse Ceiling Light 2"
ulmLightCeiling04VariantHelper,"Warehouse Ceiling Light"
ulmLightCeiling04POIVariantHelper,"Warehouse Ceiling Light (POI)"
ulmLightCeiling05Player,"Glass Light (Silver)"
ulmLightCeiling05BrassPlayer,"Glass Light (Brass)"
ulmLightCeiling05VariantHelper,"Glass Light"
ulmLightCeiling05POIVariantHelper,"Glass Light (POI)"
ulmLightCeiling07OffsetPlayer,"Fluorescent Light (Offset)"
ulmLightCeiling07VariantHelper,"Fluorescent Light"
ulmLightCeiling07POIVariantHelper,"Fluorescent Light (POI)"
ulmLightCeilingFanPlayer,"Ceiling Fan Light"
ulmLightChandelierPlayer,"Chandelier"
ulmLightChandelier2x2Player,"Chandelier 2x2"
ulmLightChandelierVariantHelper,"Chandelier"
ulmLightChandelierPOIVariantHelper,"Chandelier (POI)"
ulmLightDeskLampPlayer,"Desk Lamp"
ulmLightDeskLamp01Player,"Desk Lamp"
ulmLightDeskLamp02WhitePlayer,"Desk Lamp 02 (White)"
ulmLightDeskLamp02BrownPlayer,"Desk Lamp 02 (Brown)"
ulmLightDeskLamp02RedPlayer,"Desk Lamp 02 (Red)"
ulmLightDeskLamp02OrangePlayer,"Desk Lamp 02 (Orange)"
ulmLightDeskLamp02YellowPlayer,"Desk Lamp 02 (Yellow)"
ulmLightDeskLamp02GreenPlayer,"Desk Lamp 02 (Green)"
ulmLightDeskLamp02BluePlayer,"Desk Lamp 02 (Blue)"
ulmLightDeskLamp02PurplePlayer,"Desk Lamp 02 (Purple)"
ulmLightDeskLamp02GreyPlayer,"Desk Lamp 02 (Grey)"
ulmLightDeskLamp02BlackPlayer,"Desk Lamp 02 (Black)"
ulmLightDeskLamp02PinkPlayer,"Desk Lamp 02 (Pink)"
ulmLightDeskLamp02VariantHelper,"Desk Lamp 02"
ulmLightDeskLamp02POIVariantHelper,"Desk Lamp 02 (POI)"
ulmLightDisplayXRayFullPlayer,"X-Ray Display Full"
ulmLightDisplayXRayEmptyPlayer,"X-Ray Display Empty"
ulmLightDisplayXRayVariantHelper,"X-Ray Display"
ulmLightEndTablePlayer,"End Table Light"
ulmLightFluorescentPlayer,"Fluorescent Light"
ulmLightFluorescentBayPlayer,"Fluorescent Light Bay"
